Date,Close
18-04-2007,11.855812
19-04-2007,11.747219
20-04-2007,12.016957
23-04-2007,11.932275
24-04-2007,11.89367
25-04-2007,11.905127
26-04-2007,11.984579
27-04-2007,11.930531
30-04-2007,11.740494
01-05-2007,11.681216
02-05-2007,11.601017
03-05-2007,11.786571
04-05-2007,11.734018
07-05-2007,11.638127
08-05-2007,11.62667
09-05-2007,11.687443
10-05-2007,11.493669
11-05-2007,11.624927
14-05-2007,11.50139
15-05-2007,11.407243
16-05-2007,11.771129
17-05-2007,11.730033
18-05-2007,11.714093
21-05-2007,11.721067
22-05-2007,11.852076
23-05-2007,11.805002
24-05-2007,11.813968
25-05-2007,12.04286
29-05-2007,12.132275
30-05-2007,12.418453
31-05-2007,12.401267
01-06-2007,12.463285
04-06-2007,12.629412
05-06-2007,12.922563
06-06-2007,12.907868
07-06-2007,12.828416
08-06-2007,12.839126
11-06-2007,12.735763
12-06-2007,12.572127
13-06-2007,12.583833
14-06-2007,12.524057
15-06-2007,12.600022
18-06-2007,12.831903
19-06-2007,12.809736
20-06-2007,12.701641
21-06-2007,12.804755
22-06-2007,13.07549
25-06-2007,13.136262
26-06-2007,13.206997
27-06-2007,13.108118
28-06-2007,13.076237
29-06-2007,13.018703
02-07-2007,13.209986
03-07-2007,13.308616
05-07-2007,13.490185
06-07-2007,13.434644
09-07-2007,13.513349
10-07-2007,13.532776
11-07-2007,13.56092
12-07-2007,13.58234
13-07-2007,13.752452
16-07-2007,13.773125
17-07-2007,13.823187
18-07-2007,13.686201
19-07-2007,13.663536
20-07-2007,12.954444
23-07-2007,12.764904
24-07-2007,12.802015
25-07-2007,12.696411
26-07-2007,12.652575
27-07-2007,12.749462
30-07-2007,12.854568
31-07-2007,12.702388
01-08-2007,12.775614
02-08-2007,12.727544
03-08-2007,12.528042
06-08-2007,12.702388
07-08-2007,12.852326
08-08-2007,13.095415
09-08-2007,12.820197
10-08-2007,12.845602
13-08-2007,12.839375
14-08-2007,12.667519
15-08-2007,12.392301
16-08-2007,12.242114
17-08-2007,12.454318
20-08-2007,12.401516
21-08-2007,12.617955
22-08-2007,12.770882
23-08-2007,12.756934
24-08-2007,12.826922
27-08-2007,12.783584
28-08-2007,12.612724
29-08-2007,12.774119
30-08-2007,12.737258
31-08-2007,12.833148
04-09-2007,13.079724
05-09-2007,13.145727
06-09-2007,13.039126
07-09-2007,12.935265
10-09-2007,12.81397
11-09-2007,12.984581
12-09-2007,13.017457
13-09-2007,13.070509
14-09-2007,13.169388
17-09-2007,13.08346
18-09-2007,13.331779
19-09-2007,13.620198
20-09-2007,13.76914
21-09-2007,13.950211
24-09-2007,14.147472
25-09-2007,14.17188
26-09-2007,14.150959
27-09-2007,14.13452
28-09-2007,14.128792
01-10-2007,14.509365
02-10-2007,14.555194
03-10-2007,14.545978
04-10-2007,14.421694
05-10-2007,14.795792
08-10-2007,15.183588
09-10-2007,15.322069
10-10-2007,15.576366
11-10-2007,15.491932
12-10-2007,15.875246
15-10-2007,15.444859
16-10-2007,15.342493
17-10-2007,15.777861
18-10-2007,15.930787
19-10-2007,16.057562
22-10-2007,16.207998
23-10-2007,16.831163
24-10-2007,16.832409
25-10-2007,16.650339
26-10-2007,16.802023
29-10-2007,16.917339
30-10-2007,17.30439
31-10-2007,17.608997
01-11-2007,17.514601
02-11-2007,17.714849
05-11-2007,18.073505
06-11-2007,18.475498
07-11-2007,18.255075
08-11-2007,17.281225
09-11-2007,16.537264
12-11-2007,15.742742
13-11-2007,16.452084
14-11-2007,15.982095
15-11-2007,15.682468
16-11-2007,15.781597
19-11-2007,15.587823
20-11-2007,16.152954
21-11-2007,16.451336
23-11-2007,16.854326
26-11-2007,16.587826
27-11-2007,16.776367
28-11-2007,17.241873
29-11-2007,17.359932
30-11-2007,17.260303
03-12-2007,16.974625
04-12-2007,17.040129
05-12-2007,17.397539
06-12-2007,17.814726
07-12-2007,17.805012
10-12-2007,17.893431
11-12-2007,17.414724
12-12-2007,17.418461
13-12-2007,17.286455
14-12-2007,17.184587
17-12-2007,16.668274
18-12-2007,16.770889
19-12-2007,16.871014
20-12-2007,17.177862
21-12-2007,17.352209
24-12-2007,17.452831
26-12-2007,17.704639
27-12-2007,17.453081
28-12-2007,17.497663
31-12-2007,17.222446
02-01-2008,17.065783
03-01-2008,17.069269
04-01-2008,16.363665
07-01-2008,16.170637
08-01-2008,15.733029
09-01-2008,16.26902
10-01-2008,16.107874
11-01-2008,15.896665
14-01-2008,16.284462
15-01-2008,15.881721
16-01-2008,15.341247
17-01-2008,14.963663
18-01-2008,14.950213
22-01-2008,14.554197
23-01-2008,13.664283
24-01-2008,14.308618
25-01-2008,14.107123
28-01-2008,13.847596
29-01-2008,13.711606
30-01-2008,13.655566
31-01-2008,14.054819
01-02-2008,12.849338
04-02-2008,12.339499
05-02-2008,12.622687
06-02-2008,12.495912
07-02-2008,12.57661
08-02-2008,12.869014
11-02-2008,12.980346
12-02-2008,12.903883
13-02-2008,13.31559
14-02-2008,13.256561
15-02-2008,13.191555
19-02-2008,12.676236
20-02-2008,12.677482
21-02-2008,12.524555
22-02-2008,12.647594
25-02-2008,12.115588
26-02-2008,11.561415
27-02-2008,11.777356
28-02-2008,11.840369
29-02-2008,11.735512
03-03-2008,11.382834
04-03-2008,11.073494
05-03-2008,11.150704
06-03-2008,10.777105
07-03-2008,10.793294
10-03-2008,10.301886
11-03-2008,10.954938
12-03-2008,10.963406
13-03-2008,11.033892
14-03-2008,10.907117
17-03-2008,10.457553
18-03-2008,10.938002
19-03-2008,10.75967
20-03-2008,10.798275
24-03-2008,11.471004
25-03-2008,11.227417
26-03-2008,11.411975
27-03-2008,11.060542
28-03-2008,10.911103
31-03-2008,10.970629
01-04-2008,11.599273
02-04-2008,11.599024
03-04-2008,11.335512
04-04-2008,11.733271
07-04-2008,11.875986
08-04-2008,11.651577
09-04-2008,11.561415
10-04-2008,11.683208
11-04-2008,11.393544
14-04-2008,11.249335
15-04-2008,11.129285
16-04-2008,11.33327
17-04-2008,11.196533
18-04-2008,13.434893
21-04-2008,13.394544
22-04-2008,13.823187
23-04-2008,13.611232
24-04-2008,13.525304
25-04-2008,13.550709
28-04-2008,13.751456
29-04-2008,13.909613
30-04-2008,14.303636
01-05-2008,14.771632
02-05-2008,14.477983
05-05-2008,14.816962
06-05-2008,14.60426
07-05-2008,14.420947
08-05-2008,14.520822
09-05-2008,14.276488
12-05-2008,14.568892
13-05-2008,14.520573
14-05-2008,14.353699
15-05-2008,14.47076
16-05-2008,14.447597
19-05-2008,14.384085
20-05-2008,14.410984
21-05-2008,13.698405
22-05-2008,13.685204
23-05-2008,13.564656
27-05-2008,13.970136
28-05-2008,14.152951
29-05-2008,14.520573
30-05-2008,14.590312
02-06-2008,14.32132
03-06-2008,14.129539
04-06-2008,14.25208
05-06-2008,14.602765
06-06-2008,14.122067
09-06-2008,13.894669
10-06-2008,13.802515
11-06-2008,13.579102
12-06-2008,13.772129
13-06-2008,14.234396
16-06-2008,14.266775
17-06-2008,14.183337
18-06-2008,14.006998
19-06-2008,13.952702
20-06-2008,13.609737
23-06-2008,13.579351
24-06-2008,13.506873
25-06-2008,13.723561
26-06-2008,13.171131
27-06-2008,13.152451
30-06-2008,13.111355
01-07-2008,13.31833
02-07-2008,13.126798
03-07-2008,13.374868
07-07-2008,13.546973
08-07-2008,13.811481
09-07-2008,13.488193
10-07-2008,13.463784
11-07-2008,13.295166
14-07-2008,12.991804
15-07-2008,12.85407
16-07-2008,13.339998
17-07-2008,13.2862
18-07-2008,11.988066
21-07-2008,11.676235
22-07-2008,11.883209
23-07-2008,12.184828
24-07-2008,11.846098
25-07-2008,12.253571
28-07-2008,11.883458
29-07-2008,12.032649
30-07-2008,12.022437
31-07-2008,11.799522
01-08-2008,11.652822
04-08-2008,11.531776
05-08-2008,11.951453
06-08-2008,12.113097
07-08-2008,11.933271
08-08-2008,12.329038
11-08-2008,12.474243
12-08-2008,12.518328
13-08-2008,12.454069
14-08-2008,12.590059
15-08-2008,12.706124
18-08-2008,12.410981
19-08-2008,12.216709
20-08-2008,12.079722
21-08-2008,12.117829
22-08-2008,12.21895
25-08-2008,12.030158
26-08-2008,11.809734
27-08-2008,11.670755
28-08-2008,11.80027
29-08-2008,11.538999
02-09-2008,11.587816
03-09-2008,11.566894
04-09-2008,11.214465
05-09-2008,11.064777
08-09-2008,10.459545
09-09-2008,10.427415
10-09-2008,10.315336
11-09-2008,10.803257
12-09-2008,10.900642
15-09-2008,10.805996
16-09-2008,11.0319
17-09-2008,10.323555
18-09-2008,10.936009
19-09-2008,11.186819
22-09-2008,10.713344
23-09-2008,10.691675
24-09-2008,10.83713
25-09-2008,10.948961
26-09-2008,10.73576
29-09-2008,9.489431
30-09-2008,9.975609
01-10-2008,10.254563
02-10-2008,9.725795
03-10-2008,9.63663
06-10-2008,9.245595
07-10-2008,8.617948
08-10-2008,8.421185
09-10-2008,8.193788
10-10-2008,8.269006
13-10-2008,9.489929
14-10-2008,9.033889
15-10-2008,8.447586
16-10-2008,8.792543
17-10-2008,9.278721
20-10-2008,9.447588
21-10-2008,9.034885
22-10-2008,8.858546
23-10-2008,8.775109
24-10-2008,8.450575
27-10-2008,8.20649
28-10-2008,9.184325
29-10-2008,8.916578
30-10-2008,8.958671
31-10-2008,8.950452
03-11-2008,8.629903
04-11-2008,9.139244
05-11-2008,8.52405
06-11-2008,8.249579
07-11-2008,8.247586
10-11-2008,7.93974
11-11-2008,7.757423
12-11-2008,7.247833
13-11-2008,7.772865
14-11-2008,7.721558
17-11-2008,7.474982
18-11-2008,7.407734
19-11-2008,6.978343
20-11-2008,6.464768
21-11-2008,6.536251
24-11-2008,6.411966
25-11-2008,7.024919
26-11-2008,7.274982
28-11-2008,7.29665
01-12-2008,6.624918
02-12-2008,6.852067
03-12-2008,6.959663
04-12-2008,6.832889
05-12-2008,7.073238
08-12-2008,7.524546
09-12-2008,7.620686
10-12-2008,7.69167
11-12-2008,7.477473
12-12-2008,7.864522
15-12-2008,7.737747
16-12-2008,8.101633
17-12-2008,7.85157
18-12-2008,7.728033
19-12-2008,7.725294
22-12-2008,7.400013
23-12-2008,7.422678
24-12-2008,7.545468
26-12-2008,7.48096
29-12-2008,7.407734
30-12-2008,7.549453
31-12-2008,7.662529
02-01-2009,8.003003
05-01-2009,8.170624
06-01-2009,8.320313
07-01-2009,8.020188
08-01-2009,8.099391
09-01-2009,7.847336
12-01-2009,7.788058
13-01-2009,7.828656
14-01-2009,7.496153
15-01-2009,7.446837
16-01-2009,7.463774
20-01-2009,7.042354
21-01-2009,7.548706
22-01-2009,7.633886
23-01-2009,8.087187
26-01-2009,8.066515
27-01-2009,8.256054
28-01-2009,8.684199
29-01-2009,8.550949
30-01-2009,8.431646
02-02-2009,8.482456
03-02-2009,8.479467
04-02-2009,8.542979
05-02-2009,8.809978
06-02-2009,9.247339
09-02-2009,9.433889
10-02-2009,8.929281
11-02-2009,8.917575
12-02-2009,9.042357
13-02-2009,8.908608
17-02-2009,8.534511
18-02-2009,8.794785
19-02-2009,8.534012
20-02-2009,8.628907
23-02-2009,8.220687
24-02-2009,8.604
25-02-2009,8.509106
26-02-2009,8.398022
27-02-2009,8.418197
02-03-2009,8.148458
03-03-2009,8.106614
04-03-2009,7.943227
05-03-2009,7.612467
06-03-2009,7.685443
09-03-2009,7.245094
10-03-2009,7.67548
11-03-2009,7.918071
12-03-2009,8.058046
13-03-2009,8.080213
16-03-2009,7.962405
17-03-2009,8.352194
18-03-2009,8.296403
19-03-2009,8.217698
20-03-2009,8.223178
23-03-2009,8.682456
24-03-2009,8.64684
25-03-2009,8.569629
26-03-2009,8.799268
27-03-2009,8.66004
30-03-2009,8.535258
31-03-2009,8.669006
01-04-2009,8.819193
02-04-2009,9.028658
03-04-2009,9.209979
06-04-2009,9.171623
07-04-2009,8.932768
08-04-2009,9.016205
09-04-2009,9.277725
13-04-2009,9.417451
14-04-2009,9.18831
15-04-2009,9.452071
16-04-2009,9.682209
17-04-2009,9.769382
20-04-2009,9.44709
21-04-2009,9.501137
22-04-2009,9.560664
23-04-2009,9.581337
24-04-2009,9.700889
27-04-2009,9.612719
28-04-2009,9.556928
29-04-2009,9.750204
30-04-2009,9.862284
01-05-2009,9.805497
04-05-2009,10.011973
05-05-2009,10.037128
06-05-2009,10.049084
07-05-2009,9.878224
08-05-2009,10.145223
11-05-2009,10.161413
12-05-2009,9.938
13-05-2009,9.702134
14-05-2009,9.651324
15-05-2009,9.713591
18-05-2009,9.883953
19-05-2009,9.934762
20-05-2009,9.892421
21-05-2009,9.875484
22-05-2009,9.800764
26-05-2009,10.07125
27-05-2009,10.101138
28-05-2009,10.221687
29-05-2009,10.391799
01-06-2009,10.624178
02-06-2009,10.670006
03-06-2009,10.750953
04-06-2009,10.965897
05-06-2009,11.06652
08-06-2009,10.928288
09-06-2009,10.849832
10-06-2009,10.774614
11-06-2009,10.68495
12-06-2009,10.581339
15-06-2009,10.380342
16-06-2009,10.361164
17-06-2009,10.340242
18-06-2009,10.312845
19-06-2009,10.463032
22-06-2009,10.145721
23-06-2009,10.104127
24-06-2009,10.19404
25-06-2009,10.355435
26-06-2009,10.593294
29-06-2009,10.563904
30-06-2009,10.500392
01-07-2009,10.435635
02-07-2009,10.174115
06-07-2009,10.20201
07-07-2009,9.878722
08-07-2009,10.024675
09-07-2009,10.221438
10-07-2009,10.321313
13-07-2009,10.567889
14-07-2009,10.577603
15-07-2009,10.913344
16-07-2009,11.023681
17-07-2009,10.716083
20-07-2009,10.714091
21-07-2009,10.657553
22-07-2009,10.652322
23-07-2009,10.892672
24-07-2009,11.126296
27-07-2009,11.078475
28-07-2009,10.955187
29-07-2009,10.865274
30-07-2009,11.099397
31-07-2009,11.034889
03-08-2009,11.263033
04-08-2009,11.300891
05-08-2009,11.236383
06-08-2009,11.216956
07-08-2009,11.384827
10-08-2009,11.372623
11-08-2009,11.306122
12-08-2009,11.421689
13-08-2009,11.513843
14-08-2009,11.457056
17-08-2009,11.080717
18-08-2009,11.09043
19-08-2009,11.057803
20-08-2009,11.467268
21-08-2009,11.587567
24-08-2009,11.674491
25-08-2009,11.740245
26-08-2009,11.656309
27-08-2009,11.60799
28-08-2009,11.575363
31-08-2009,11.49865
01-09-2009,11.351452
02-09-2009,11.282959
03-09-2009,11.395288
04-09-2009,11.489435
08-09-2009,11.422685
09-09-2009,11.555936
10-09-2009,11.729535
11-09-2009,11.759423
14-09-2009,11.833645
15-09-2009,11.893919
16-09-2009,12.161665
17-09-2009,12.247095
18-09-2009,12.240619
21-09-2009,12.378602
22-09-2009,12.42991
23-09-2009,12.414966
24-09-2009,12.372873
25-09-2009,12.266024
28-09-2009,12.416709
29-09-2009,12.416709
30-09-2009,12.349959
01-10-2009,12.134517
02-10-2009,12.069261
05-10-2009,12.167394
06-10-2009,12.42194
07-10-2009,12.890184
08-10-2009,12.806498
09-10-2009,12.858055
12-10-2009,13.052078
13-10-2009,13.103634
14-10-2009,13.333025
15-10-2009,13.19828
16-10-2009,13.694918
19-10-2009,13.750709
20-10-2009,13.741494
21-10-2009,13.726051
22-10-2009,13.800522
23-10-2009,13.79056
26-10-2009,13.803511
27-10-2009,13.656064
28-10-2009,13.45706
29-10-2009,13.724806
30-10-2009,13.35295
02-11-2009,13.299899
03-11-2009,13.382091
04-11-2009,13.457807
05-11-2009,13.66503
06-11-2009,13.726051
09-11-2009,14.010236
10-11-2009,14.116089
11-11-2009,14.210735
12-11-2009,14.143238
13-11-2009,14.247846
16-11-2009,14.353201
17-11-2009,14.383338
18-11-2009,14.362416
19-11-2009,14.271258
20-11-2009,14.195791
23-11-2009,14.504384
24-11-2009,14.522815
25-11-2009,14.588818
27-11-2009,14.439876
30-11-2009,14.520573
01-12-2009,14.691682
02-12-2009,14.632902
03-12-2009,14.588818
04-12-2009,14.570636
07-12-2009,14.60152
08-12-2009,14.621445
09-12-2009,14.670511
10-12-2009,14.73228
11-12-2009,14.707622
14-12-2009,14.837635
15-12-2009,14.773127
16-12-2009,14.888195
17-12-2009,14.793052
18-12-2009,14.85482
21-12-2009,14.91111
22-12-2009,14.971882
23-12-2009,15.234896
24-12-2009,15.404261
28-12-2009,15.513601
29-12-2009,15.427175
30-12-2009,15.510114
31-12-2009,15.441621
04-01-2010,15.610239
05-01-2010,15.541497
06-01-2010,15.149715
07-01-2010,14.797037
08-01-2010,14.994298
11-01-2010,14.971633
12-01-2010,14.706875
13-01-2010,14.622441
14-01-2010,14.691184
15-01-2010,14.445853
19-01-2010,14.635642
20-01-2010,14.456065
21-01-2010,14.520075
22-01-2010,13.698903
25-01-2010,13.449588
26-01-2010,13.509862
27-01-2010,13.501892
28-01-2010,13.307371
29-01-2010,13.199027
01-02-2010,13.275739
02-02-2010,13.228417
03-02-2010,13.470011
04-02-2010,13.120322
05-02-2010,13.232651
08-02-2010,13.286947
09-02-2010,13.36092
10-02-2010,13.311356
11-02-2010,13.359924
12-02-2010,13.27823
16-02-2010,13.481966
17-02-2010,13.405005
18-02-2010,13.529787
19-02-2010,13.468517
22-02-2010,13.519326
23-02-2010,13.326798
24-02-2010,13.237134
25-02-2010,13.111604
26-02-2010,13.12082
01-03-2010,13.26752
02-03-2010,13.475989
03-03-2010,13.582091
04-03-2010,13.812976
05-03-2010,14.052577
08-03-2010,14.009489
09-03-2010,13.952453
10-03-2010,14.357435
11-03-2010,14.474247
12-03-2010,14.434396
15-03-2010,14.026924
16-03-2010,14.077235
17-03-2010,14.086201
18-03-2010,14.107123
19-03-2010,13.947721
22-03-2010,13.885454
23-03-2010,13.673747
24-03-2010,13.88122
25-03-2010,14.019452
26-03-2010,14.014719
29-03-2010,14.008742
30-03-2010,14.114844
31-03-2010,14.125056
01-04-2010,14.166899
05-04-2010,14.221943
06-04-2010,14.152453
07-04-2010,14.03589
08-04-2010,14.134271
09-04-2010,14.10264
12-04-2010,14.264782
13-04-2010,14.614471
14-04-2010,14.670013
15-04-2010,14.826925
16-04-2010,13.70239
19-04-2010,13.701145
20-04-2010,13.824184
21-04-2010,13.805753
22-04-2010,13.625429
23-04-2010,13.573872
26-04-2010,13.241368
27-04-2010,13.177109
28-04-2010,13.180347
29-04-2010,13.250334
30-04-2010,13.093423
03-05-2010,13.215465
04-05-2010,12.611977
05-05-2010,12.696411
06-05-2010,12.420196
07-05-2010,12.282462
10-05-2010,12.992551
11-05-2010,12.678727
12-05-2010,12.587569
13-05-2010,12.724306
14-05-2010,12.640869
17-05-2010,12.651828
18-05-2010,12.412724
19-05-2010,12.314592
20-05-2010,11.830905
21-05-2010,11.757181
24-05-2010,11.884454
25-05-2010,11.882213
26-05-2010,11.842362
27-05-2010,12.215713
28-05-2010,12.095413
01-06-2010,12.014218
02-06-2010,12.288191
03-06-2010,12.592799
04-06-2010,12.421441
07-06-2010,12.092674
08-06-2010,12.074243
09-06-2010,11.806247
10-06-2010,12.129785
11-06-2010,12.166895
14-06-2010,12.034641
15-06-2010,12.40326
16-06-2010,12.484953
17-06-2010,12.455314
18-06-2010,12.454069
21-06-2010,12.16839
22-06-2010,12.110856
23-06-2010,12.006248
24-06-2010,11.833146
25-06-2010,11.772872
28-06-2010,11.757928
29-06-2010,11.314092
30-06-2010,11.082211
01-07-2010,10.946221
02-07-2010,10.872995
06-07-2010,10.86104
07-07-2010,11.212971
08-07-2010,11.371377
09-07-2010,11.643607
12-07-2010,11.851328
13-07-2010,12.18433
14-07-2010,12.23763
15-07-2010,12.30438
16-07-2010,11.447343
19-07-2010,11.610979
20-07-2010,11.994791
21-07-2010,11.892922
22-07-2010,12.07499
23-07-2010,12.20575
26-07-2010,12.178602
27-07-2010,12.26976
28-07-2010,12.063533
29-07-2010,12.079473
30-07-2010,12.075986
02-08-2010,12.214467
03-08-2010,12.200021
04-08-2010,12.610732
05-08-2010,12.655066
06-08-2010,12.458801
09-08-2010,12.586572
10-08-2010,12.545726
11-08-2010,12.247593
12-08-2010,12.254318
13-08-2010,12.113346
16-08-2010,12.094417
17-08-2010,12.217207
18-08-2010,12.008738
19-08-2010,11.655562
20-08-2010,11.507368
23-08-2010,11.558426
24-08-2010,11.24261
25-08-2010,11.323058
26-08-2010,11.232398
27-08-2010,11.427915
30-08-2010,11.274989
31-08-2010,11.208488
01-09-2010,11.465275
02-09-2010,11.536259
03-09-2010,11.713595
07-09-2010,11.566645
08-09-2010,11.720568
09-09-2010,11.860046
10-09-2010,11.859049
13-09-2010,12.011727
14-09-2010,11.965899
15-09-2010,11.971129
16-09-2010,11.98159
17-09-2010,12.207991
20-09-2010,12.659549
21-09-2010,12.788565
22-09-2010,12.851828
23-09-2010,12.789063
24-09-2010,13.133024
27-09-2010,13.210733
28-09-2010,13.130035
29-09-2010,13.142987
30-09-2010,13.095664
01-10-2010,13.09143
04-10-2010,13.009985
05-10-2010,13.405503
06-10-2010,13.308865
07-10-2010,13.20077
08-10-2010,13.358678
11-10-2010,13.420696
12-10-2010,13.484208
13-10-2010,13.53178
14-10-2010,13.472751
15-10-2010,14.980101
18-10-2010,15.385083
19-10-2010,15.139005
20-10-2010,15.142741
21-10-2010,15.242617
22-10-2010,15.256067
25-10-2010,15.354946
26-10-2010,15.40725
27-10-2010,15.354199
28-10-2010,15.406752
29-10-2010,15.285207
01-11-2010,15.317586
02-11-2010,15.33253
03-11-2010,15.446602
04-11-2010,15.548471
05-11-2010,15.568645
08-11-2010,15.610737
09-11-2010,15.562169
10-11-2010,15.51385
11-11-2010,15.372131
12-11-2010,15.025929
15-11-2010,14.831159
16-11-2010,14.538506
17-11-2010,14.534272
18-11-2010,14.858307
19-11-2010,14.715592
22-11-2010,14.725306
23-11-2010,14.520822
24-11-2010,14.818706
26-11-2010,14.69492
29-11-2010,14.498406
30-11-2010,13.840871
01-12-2010,14.056064
02-12-2010,14.242117
03-12-2010,14.271507
06-12-2010,14.405006
07-12-2010,14.623687
08-12-2010,14.708369
09-12-2010,14.73228
10-12-2010,14.749964
13-12-2010,14.809989
14-12-2010,14.817211
15-12-2010,14.702392
16-12-2010,14.73751
17-12-2010,14.714845
20-12-2010,14.820947
21-12-2010,15.02045
22-12-2010,15.080724
23-12-2010,15.049341
27-12-2010,15.003264
28-12-2010,14.917087
29-12-2010,14.968893
30-12-2010,14.915593
31-12-2010,14.793799
03-01-2011,15.05233
04-01-2011,14.996788
05-01-2011,15.16989
06-01-2011,15.280226
07-01-2011,15.353451
10-01-2011,15.29791
11-01-2011,15.342742
12-01-2011,15.364161
13-01-2011,15.359678
14-01-2011,15.546229
18-01-2011,15.931037
19-01-2011,15.734772
20-01-2011,15.610737
21-01-2011,15.238632
24-01-2011,15.219952
25-01-2011,15.439878
26-01-2011,15.354946
27-01-2011,15.362169
28-01-2011,14.968644
31-01-2011,14.952953
01-02-2011,15.218956
02-02-2011,15.242866
03-02-2011,15.196789
04-02-2011,15.217461
07-02-2011,15.299902
08-02-2011,15.40177
09-02-2011,15.354946
10-02-2011,15.353451
11-02-2011,15.554199
14-02-2011,15.645108
15-02-2011,15.545482
16-02-2011,15.547225
17-02-2011,15.573128
18-02-2011,15.693178
22-02-2011,15.198283
23-02-2011,15.225929
24-02-2011,15.163663
25-02-2011,15.194049
28-02-2011,15.277735
01-03-2011,14.962915
02-03-2011,14.963663
03-03-2011,15.182094
04-03-2011,14.959428
07-03-2011,14.736265
08-03-2011,14.752454
09-03-2011,14.739005
10-03-2011,14.453325
11-03-2011,14.363911
14-03-2011,14.196538
15-03-2011,14.185828
16-03-2011,13.875491
17-03-2011,13.981594
18-03-2011,13.974122
21-03-2011,14.35868
22-03-2011,14.379104
23-03-2011,14.499652
24-03-2011,14.61746
25-03-2011,14.439378
28-03-2011,14.330287
29-03-2011,14.488942
30-03-2011,14.491682
31-03-2011,14.614222
01-04-2011,14.739752
04-04-2011,14.637136
05-04-2011,14.174122
06-04-2011,14.300897
07-04-2011,14.445853
08-04-2011,14.400025
11-04-2011,14.380349
12-04-2011,14.21198
13-04-2011,14.353201
14-04-2011,14.408742
15-04-2011,13.217956
18-04-2011,13.121816
19-04-2011,12.989562
20-04-2011,13.09417
21-04-2011,13.078479
25-04-2011,13.077233
26-04-2011,13.270758
27-04-2011,13.393797
28-04-2011,13.399027
29-04-2011,13.551705
02-05-2011,13.413722
03-05-2011,13.297408
04-05-2011,13.344731
05-05-2011,13.306873
06-05-2011,13.332526
09-05-2011,13.391804
10-05-2011,13.515839
11-05-2011,13.336262
12-05-2011,13.3263
13-05-2011,13.189313
16-05-2011,12.912102
17-05-2011,13.211978
18-05-2011,13.195789
19-05-2011,13.231655
20-05-2011,13.051829
23-05-2011,12.911355
24-05-2011,12.908117
25-05-2011,12.943236
26-05-2011,12.904879
27-05-2011,12.973871
31-05-2011,13.176113
01-06-2011,13.090932
02-06-2011,13.152202
03-06-2011,13.028167
06-06-2011,12.977856
07-06-2011,12.927295
08-06-2011,12.930782
09-06-2011,12.87001
10-06-2011,12.690184
